date,open,high,low,close,volume,sentiment_average_1d,sentiment_weighted_1d,sentiment_news_count_1d,sentiment_unavailable_count_1d
2021-07-05,5050,5075,4920,4940,27554100,0,0,0,0
2021-07-06,4970,4970,4890,4900,31280100,0,0,0,0
2021-07-07,4900,4990,4860,4900,35907800,0,0,0,0
2021-07-08,4930,4960,4850,4880,40566600,0,0,0,0
2021-07-09,4880,4920,4870,4910,21088500,0,0,0,0
2021-07-12,4910,4950,4880,4920,26816600,0,0,0,0
2021-07-13,4950,4960,4850,4900,28998600,0,0,0,0
2021-07-14,4920,4920,4730,4730,43408700,0,0,0,0
2021-07-15,4730,4840,4640,4810,50750700,0,0,0,0
2021-07-16,4840,4910,4820,4880,32544000,0,0,0,0
2021-07-19,4850,4870,4780,4780,25106100,0,0,0,0
2021-07-21,4780,4930,4780,4870,41716000,0,0,0,0
2021-07-22,4930,5025,4900,4980,36287300,0,0,0,0
2021-07-23,5000,5000,4910,4950,26847700,0,0,0,0
2021-07-26,4950,4970,4770,4770,43373400,0,0,0,0
2021-07-27,4770,4830,4730,4760,42635500,0,0,0,0
2021-07-28,4780,4790,4710,4710,24083000,0,0,0,0
2021-07-29,4720,4740,4650,4650,50238500,0,0,0,0
2021-07-30,4710,4840,4670,4720,65379500,0,0,0,0
2021-07-31,4730,5300,4730,5225,826503200,0,0,0,0
2021-08-02,4730,4820,4730,4820,39192600,0,0,0,0
2021-08-03,4840,4970,4830,4940,46414100,0,0,0,0
2021-08-04,4970,4970,4870,4900,25646900,0,0,0,0
2021-08-05,4900,4930,4860,4890,31304900,0,0,0,0
2021-08-06,4940,4980,4880,4940,45454600,0,0,0,0
2021-08-09,4940,4950,4830,4860,31858700,0,0,0,0
2021-08-10,4900,4930,4840,4910,41920300,0,0,0,0
2021-08-12,4940,4960,4880,4940,22191700,0,0,0,0
2021-08-13,4960,5075,4960,5025,62673300,0,0,0,0
2021-08-16,5050,5075,4990,5075,46949700,0,0,0,0
2021-08-18,5100,5300,5075,5225,102560600,0,0,0,0
2021-08-19,5225,5275,5075,5150,53594900,0,0,0,0
2021-08-20,5150,5150,5000,5100,32878200,0,0,0,0
2021-08-23,5100,5150,5050,5100,30921500,0,0,0,0
2021-08-24,5175,5175,5050,5075,32783500,0,0,0,0
2021-08-25,5150,5200,5075,5150,26870400,0,0,0,0
2021-08-26,5200,5200,5050,5100,28757400,0,0,0,0
2021-08-27,5100,5100,5050,5050,26966100,0,0,0,0
2021-08-30,5100,5275,5100,5275,51914600,0,0,0,0
2021-08-31,5225,5550,5050,5500,743619400,0,0,0,0
2021-09-01,5225,5275,5100,5175,26732500,0,0,0,0
2021-09-02,5200,5250,5175,5250,17335000,0,0,0,0
2021-09-03,5250,5350,5200,5350,28004500,0,0,0,0
2021-09-06,5375,5450,5325,5425,28315200,0,0,0,0
2021-09-07,5425,5450,5300,5350,23685800,0,0,0,0
2021-09-08,5375,5375,5250,5250,44076000,0,0,0,0
2021-09-09,5250,5450,5250,5450,49118000,0,0,0,0
2021-09-10,5450,5475,5375,5425,31997100,0,0,0,0
2021-09-13,5425,5500,5350,5450,29796400,0,0,0,0
2021-09-14,5500,5550,5450,5525,34356900,0,0,0,0
2021-09-15,5525,5550,5375,5400,61522300,0,0,0,0
2021-09-16,5425,5475,5350,5375,27187700,0,0,0,0
2021-09-17,5375,5425,5275,5425,44004000,0,0,0,0
2021-09-20,5425,5425,5225,5300,46896100,0,0,0,0
2021-09-21,5275,5275,5150,5225,23656300,0,0,0,0
2021-09-22,5225,5350,5200,5275,21750800,0,0,0,0
2021-09-23,5275,5325,5150,5150,27178400,0,0,0,0
2021-09-24,5150,5225,5125,5150,29394300,0,0,0,0
2021-09-27,5150,5225,5125,5175,25252300,0,0,0,0
2021-09-28,5175,5200,5075,5075,35640900,0,0,0,0
2021-09-29,5075,5350,5050,5325,42995900,0,0,0,0
2021-09-30,5450,6450,5400,6025,1426587800,0,0,0,0
2021-10-01,5450,5500,5400,5450,27484100,0,0,0,0
2021-10-04,5500,5625,5475,5575,52074900,0,0,0,0
2021-10-05,5575,5650,5500,5550,27128000,0,0,0,0
2021-10-06,5600,6100,5575,5975,168237500,0,0,0,0
2021-10-07,5975,6000,5700,5700,97516000,0,0,0,0
2021-10-08,5700,5975,5625,5900,91094200,0,0,0,0
2021-10-11,5925,5950,5775,5775,38994500,0,0,0,0
2021-10-12,5800,5950,5775,5875,68823100,0,0,0,0
2021-10-13,5950,6300,5925,6275,143652900,0,0,0,0
2021-10-14,6300,6450,6125,6225,104502800,0,0,0,0
2021-10-15,6275,6300,6125,6250,82896700,0,0,0,0
2021-10-18,6275,6350,6200,6225,61419000,0,0,0,0
2021-10-19,6275,6375,6200,6350,52117000,0,0,0,0
2021-10-21,6350,6350,6125,6150,132905200,0,0,0,0
2021-10-22,6150,6225,6125,6175,26886400,0,0,0,0
2021-10-25,6200,6225,6025,6050,51872000,0,0,0,0
2021-10-26,6050,6175,6050,6150,25950500,0,0,0,0
2021-10-27,6100,6125,6000,6000,40588700,0,0,0,0
2021-10-28,6000,6175,5950,6000,50046900,0,0,0,0
2021-10-29,6225,6250,6025,6025,82397400,0,0,0,0
2021-10-31,6050,6375,5750,5775,1134485600,0,0,0,0
2021-11-01,6050,6150,6025,6025,37254100,0,0,0,0
2021-11-02,6025,6100,5900,5900,25293400,0,0,0,0
2021-11-03,5900,6025,5825,5975,90495000,0,0,0,0
2021-11-04,6075,6075,5950,5975,41774200,0,0,0,0
2021-11-05,5900,5975,5850,5925,80775400,0,0,0,0
2021-11-08,5925,6000,5900,5925,23177300,0,0,0,0
2021-11-09,5900,5950,5850,5850,41112200,0,0,0,0
2021-11-10,5925,6250,5875,6175,104312600,0,0,0,0
2021-11-11,6200,6250,6150,6175,51111700,0,0,0,0
2021-11-12,6200,6225,6075,6150,26920800,0,0,0,0
